"File","Used","RefCount","Why","CalledBy"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/DutyPeMessagingService.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/FCMTokenManager.kt","YES","7","Referenced by 7 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/auth/AuthManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/MandatoryEmployerProfileSetupScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/MainActivity.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/OtpViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/ProfileCompletionViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/MandatoryWorkerProfileSetupScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/firestore/ApplicationFirestoreService.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/FirestoreService.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/firestore/JobFirestoreService.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/FirestoreService.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/firestore/UserFirestoreService.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/FirestoreService.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/FirestoreService.kt","YES","8","Referenced by 8 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/repositories/FirestoreJobRepository.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/repositories/FirestoreSavedJobRepository.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/repositories/OfflineFirstJobRepository.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/firestore/ApplicationFirestoreService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/firestore/JobFirestoreService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/firestore/UserFirestoreService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/ProfileViewModel.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/InAppReviewTriggerService.kt","YES","4","Referenced by 4 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/PostJobScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/InAppReviewTriggerServiceHolder.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobApplicationScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobApplicationService.kt","YES","10","Referenced by 10 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/ProfessionalWorkerProfileViewScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/MainActivity.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/firestore/ApplicationFirestoreService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/EmployerApplicationViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/ProfileCompletionViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/SmartJobApplicationViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/WorkerHomeViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHomeScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobShareImageGenerator.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/FirestoreJobViewModel.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobShareService.kt","PARTIAL","1","Referenced by 1 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ShareJobButton.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/NotificationChannelManager.kt","YES","4","Referenced by 4 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/DutyPeApplication.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/DutyPeMessagingService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/NotificationService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/workers/GuestEngagementWorker.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/NotificationService.kt","YES","20","Referenced by 20 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/auth/RegisterScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LoginBottomSheet.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/MandatoryEmployerProfileSetupScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/sync/JobPostingWorker.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/viewmodels/EmployerNotificationViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/notifications/InAppNotificationManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/notifications/LocalNotificationService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/repositories/FirestoreJobRepository.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/ApplicationManagementService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/BirthdayService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobApplicationService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/SmartNotificationManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/BaseNotificationViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/FirestoreEmployerJobViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/ProfileCompletionViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/MandatoryWorkerProfileSetupScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/viewmodels/WorkerNotificationViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/workers/PendingApplicationNotificationWorker.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/ProfileCompletionService.kt","YES","15","Referenced by 15 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/data/ApplicationFormDataStore.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/PostJobScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/ProfessionalWorkerProfileViewScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/viewmodels/VoiceJobPostingViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobApplicationService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/EmployerApplicationViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/FirestoreJobViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/ProfileCompletionViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/ProfileViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/SmartJobApplicationViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobDescriptionScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/MandatoryWorkerProfileSetupScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/RatingService.kt","YES","7","Referenced by 7 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/applications/ApplicationDetailScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerCompanyDetailsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profile/EmployerDigitalVisitingCardScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/ProfileCompletionViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/myJobs/MyJobsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/DigitalVisitingCardScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfileDetailsScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/ReferralService.kt","YES","5","Referenced by 5 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/auth/RegisterScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LoginBottomSheet.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/ProfileCompletionService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/ReferralViewModel.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/ReportingService.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/SmartJobApplicationViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobDescriptionScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/SmartNotificationManager.kt","YES","6","Referenced by 6 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/auth/RegisterScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LoginBottomSheet.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/firestore/JobFirestoreService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/ReferralService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/state/ProfileSetupStateManager.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/WorkLocationManager.kt","YES","6","Referenced by 6 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EditJobScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/PostJobScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/settings/EmployerAddressManagementScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/FirestoreJobViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/WorkerHomeViewModel.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/WorkVerificationService.kt","YES","9","Referenced by 9 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerVerifyWorkScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/navigation/EmployerMainScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/navigation/EmployerNavGraph.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/navigation/WorkerNavGraph.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/ApplicationManagementService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobApplicationService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/WorkVerificationViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkStartQRScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/state/ApplicationStateManager.kt","YES","7","Referenced by 7 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/ProfessionalWorkerProfileViewScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobApplicationService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/state/AppStateManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/FirestoreJobViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/SmartJobApplicationViewModel.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/state/AppStateManager.kt","YES","3","Referenced by 3 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/auth/AuthManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/OtpViewModel.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/state/LoadState.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/state/ProfileSetupStateManager.kt","YES","6","Referenced by 6 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/auth/AuthManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/state/AppStateManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/OtpViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/ProfileCompletionViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/RoleManagementViewModel.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/ui/theme/AppTypography.kt","YES","31","Referenced by 31 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/auth/EnhancedLoginScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/auth/RegisterScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/CommonHeader.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ErrorCard.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LanguageSelectionBottomSheet.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LoginBottomSheet.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ProfessionalLogoutDialog.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/components/EmployerJobCard.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/applications/ApplicationDetailScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/applications/EmployerApplicationManagementScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EditJobScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerCompanyDetailsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerSupportScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profile/EmployerDigitalVisitingCardScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profilescreen/EmployerProfileScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/settings/EmployerAddressManagementScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/settings/EmployerMoreSettingsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/onboarding/OnboardingScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/components/home/HomeStates.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/components/JobApplicationCard.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/components/WorkerJobCard.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/AllJobsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/CategoriesScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/EarningsDashboardScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobApplicationScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/myJobs/MyJobsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/myJobs/SavedJobsList.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/DigitalVisitingCardScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfileDetailsScreen.kt"
